iter	Logloss	Accuracy
883	0.302658599	0.8897637795
884	0.3026471289	0.8897637795
885	0.3025281398	0.8897637795
886	0.3024020594	0.8897637795
887	0.3023170921	0.8897637795
888	0.3022244139	0.8897637795
889	0.3021766254	0.8897637795
890	0.3020919491	0.8897637795
891	0.3020121823	0.8897637795
892	0.3018809501	0.8897637795
893	0.3018489843	0.8897637795
894	0.3017173969	0.8897637795
895	0.3016341729	0.8897637795
896	0.3014417423	0.8897637795
897	0.301384812	0.8897637795
898	0.3011230007	0.8908886389
899	0.3009938972	0.8920134983
900	0.3008166333	0.8931383577
901	0.300752544	0.8931383577
902	0.3006120686	0.8931383577
903	0.300373541	0.8931383577
904	0.3002233647	0.8931383577
905	0.2999535295	0.8931383577
906	0.2997845454	0.8931383577
907	0.2997147548	0.8931383577
908	0.299642172	0.8931383577
909	0.2995842215	0.8931383577
910	0.2994382189	0.8931383577
911	0.2992939711	0.8931383577
912	0.299198692	0.8931383577
913	0.2991076368	0.8931383577
914	0.2988942007	0.8931383577
915	0.298793843	0.8931383577
916	0.2987069332	0.8931383577
917	0.2986396992	0.8942632171
918	0.2985829302	0.8942632171
919	0.2983671125	0.8942632171
920	0.2982541081	0.8942632171
921	0.2979854908	0.8942632171
922	0.2978544812	0.8942632171
923	0.2978193791	0.8942632171
924	0.2977245647	0.8942632171
925	0.2975559292	0.8942632171
926	0.2973188784	0.8953880765
927	0.2972046289	0.8953880765
928	0.2969939589	0.8953880765
929	0.2969096594	0.8953880765
930	0.2967053776	0.8953880765
931	0.2966640182	0.8942632171
932	0.2965632339	0.8942632171
933	0.2964994906	0.8942632171
934	0.296400813	0.8942632171
935	0.2962140422	0.8942632171
936	0.2959694789	0.8942632171
937	0.2959317868	0.8942632171
938	0.2958892369	0.8953880765
939	0.2957650177	0.8953880765
940	0.295737897	0.8953880765
941	0.2956501657	0.8953880765
942	0.2956410571	0.8953880765
943	0.2954920608	0.8953880765
944	0.2953525145	0.8953880765
945	0.2953203769	0.8953880765
946	0.2951842523	0.8942632171
947	0.2950072189	0.8942632171
948	0.2948708789	0.8942632171
949	0.2947148112	0.8942632171
950	0.2946764166	0.8942632171
951	0.2946186398	0.8942632171
952	0.2944979862	0.8942632171
953	0.2942876173	0.8942632171
954	0.2942728351	0.8942632171
955	0.2941666814	0.8942632171
956	0.294077283	0.8942632171
957	0.2938229591	0.8942632171
958	0.2937295216	0.8953880765
959	0.2935593823	0.8953880765
960	0.2934457138	0.8953880765
961	0.2934243244	0.8953880765
962	0.2932450081	0.8953880765
963	0.2930892106	0.8953880765
964	0.2930360522	0.8953880765
965	0.2930168501	0.8953880765
966	0.2929200215	0.8953880765
967	0.2929045576	0.8953880765
968	0.2928815671	0.8953880765
969	0.2927435993	0.8953880765
970	0.2926351854	0.8953880765
971	0.2925737446	0.8953880765
972	0.2924827305	0.8942632171
973	0.2924205227	0.8942632171
974	0.2923983238	0.8942632171
975	0.2923200488	0.8942632171
976	0.2922113354	0.8942632171
977	0.2920165103	0.8942632171
978	0.2918858594	0.8942632171
979	0.2918788302	0.8942632171
980	0.2918308226	0.8942632171
981	0.2917821095	0.8942632171
982	0.2916458702	0.8942632171
983	0.2915617435	0.8942632171
984	0.2912877858	0.8942632171
985	0.2912635334	0.8942632171
986	0.2912361479	0.8942632171
987	0.2912249071	0.8942632171
988	0.2911353698	0.8942632171
989	0.2910379353	0.8942632171
990	0.2909479209	0.8942632171
991	0.290829713	0.8942632171
992	0.2908222212	0.8942632171
993	0.2907303051	0.8942632171
994	0.2906773727	0.8942632171
995	0.2905288066	0.8942632171
996	0.290308673	0.8942632171
997	0.2902361846	0.8942632171
998	0.2901659053	0.8942632171
999	0.290032677	0.8942632171
